name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,monthly_current_bill,family_recharge_bill,previous_loan_paid
Pooja Jain,Thiruvananthapuram,837278.15,424,408941.06,8,30,FALSE,543.4372209,2287.14409,No
Sneha Pillai,Salem,369005.75,743,220777.39,14,85,TRUE,826.1448501,462.8192348,No
Aarav Chatterjee,Gwalior,978722.97,807,428315.46,11,90,TRUE,2633.055335,2795.45207,Yes
Aarav Menon,Aligarh,511101.6,381,279116.22,12,50,FALSE,4731.350974,1162.773989,Yes
Arjun Nair,Kozhikode,1099413.15,377,26764.42,11,30,FALSE,3832.544317,2933.81127,Yes
Praveen Singh,Bhopal,228152.48,603,52778.46,26,55,FALSE,3288.551995,1530.646789,No
Aarav Mishra,Ahmedabad,642330.22,307,99072.84,16,50,FALSE,2262.621101,1800.384634,No
Vikram Singh,Pune,573760.48,740,22919.16,28,90,TRUE,4510.497242,344.4324826,Yes
Divya Yadav,Bhopal,661217.94,568,274778.97,20,25,FALSE,2267.666127,788.9267447,No
Meera Rao,Guwahati,672735.09,620,390572.39,12,65,TRUE,451.1705111,1990.580552,Yes
Vikram Menon,Shimla,795376.17,632,201243.3,29,40,FALSE,3044.846633,3023.218891,No
Tanvi Nambiar,Amritsar,790984.97,442,462285.08,24,45,FALSE,4156.556249,1390.606463,No
Divya Singh,Thiruvananthapuram,1145208.45,488,59919.74,6,50,FALSE,686.8604045,473.784222,No
Naveen Chatterjee,Vadodara,627684.31,462,205984.41,35,55,FALSE,4813.981836,556.4910152,No
Priya Mishra,Indore,668476.64,799,54844.34,3,60,TRUE,3481.658155,2711.646153,Yes
Vikram Menon,Nashik,495445.07,540,452805.59,31,25,FALSE,3706.394103,2505.614522,No
Aditi Ghosh,Gwalior,673955.62,842,74653.3,21,90,TRUE,4187.330555,436.5829804,Yes
Tanvi Kumar,Jaipur,431329.66,364,393703.19,28,60,TRUE,2340.383179,1848.12732,Yes
Naveen Thakur,Visakhapatnam,659520.8,787,489742.29,35,75,TRUE,469.4462056,2038.302388,No
Arjun Das,Hubballi,158564.33,534,57154.14,37,35,FALSE,2756.488728,691.0702558,No
Aditya Yadav,Bengaluru,756311.1,823,158341.12,24,100,TRUE,1493.013718,2056.470446,No
Pooja Menon,Hyderabad,658237.78,368,301025.54,24,50,FALSE,5172.257823,500.7000019,No
Sai Sharma,Jaipur,1007573.51,360,105733.77,15,45,FALSE,2803.27175,802.8414472,No
Ishita Yadav,Nagpur,266924.61,627,197393.66,20,65,TRUE,3898.919344,1049.204308,Yes
Tanvi Yadav,Visakhapatnam,948963.66,602,223642.89,3,30,FALSE,5218.047859,237.9053424,Yes
Sai Bose,Nagpur,628788.11,733,474248.83,0,60,TRUE,3345.435138,2771.189864,Yes
Vihaan Pandey,Aligarh,1163654.76,380,450512.15,29,40,FALSE,4536.859149,2983.459581,No
Rohan Patel,Jodhpur,748637.77,621,185164.58,17,75,TRUE,3075.448411,1518.452197,Yes
Naveen Reddy,Shimla,276068.24,630,436213.62,7,70,TRUE,3911.956593,2489.390957,Yes
Ananya Mishra,Ahmedabad,1157439.98,684,315424.17,1,60,TRUE,981.5230014,1247.670402,Yes
Tanvi Reddy,Hubballi,305077.66,589,296085.21,36,65,TRUE,725.5668378,321.5287062,Yes
Divya Patel,Raipur,311808.21,467,176739.28,15,40,FALSE,3508.203594,2092.565171,No
Sneha Joshi,Surat,1163938.84,804,164020.22,34,80,TRUE,2189.493569,1904.509545,Yes
Tanvi Ghosh,Bengaluru,710967.49,512,197135.28,10,50,FALSE,3597.195456,1574.327861,No
Vihaan Jain,Srinagar,311913.26,324,37090.97,14,60,TRUE,3379.073909,1755.566519,No
Vikram Bose,Thiruvananthapuram,319404.7,627,422745.17,24,70,TRUE,1649.797026,2570.10537,No
Rohan Pillai,Jodhpur,198492.7,369,294562.67,12,60,TRUE,2649.99973,1163.011072,Yes
Pooja Reddy,Udaipur,353050.25,676,216186.68,10,70,TRUE,971.3184391,2344.000422,Yes
Divya Rao,Noida,579935.25,823,168614.06,10,95,TRUE,1601.648962,1009.973466,Yes
Vikram Chatterjee,Visakhapatnam,239107.06,702,449022.53,18,85,TRUE,3233.309111,1210.574027,Yes
Sanjay Mishra,Mangalore,828016.89,342,143931.82,6,20,FALSE,4132.739887,329.6148719,Yes
Karthik Jain,Ranchi,390968.63,610,439879.89,29,70,TRUE,2882.813038,1979.726864,Yes
Krishna Pandey,Gurugram,1040793.37,617,41460.99,13,55,FALSE,2918.761706,1378.797166,No
Vikram Nair,Noida,644909.43,700,372871.52,10,60,TRUE,2615.356582,572.9503307,Yes
Priya Thakur,Patna,343790.95,300,165798.87,39,60,TRUE,3486.337355,1440.285392,No
Praveen Rao,Coimbatore,746621.64,463,176382.86,3,50,FALSE,2369.796921,395.1614708,No
Praveen Sharma,Agra,203452.16,322,369508.08,2,30,FALSE,2352.646654,784.5065714,No
Krishna Bose,Chennai,902143.59,331,337924.3,11,35,FALSE,3010.599703,2025.620588,No
Karthik Bose,Surat,502649.24,791,233104.97,9,90,TRUE,1703.643153,2408.093527,Yes
Ishita Nair,Rajkot,532556.9,722,456257.68,0,40,FALSE,2490.702518,1064.064556,No
Naveen Mishra,Chennai,1117283.93,324,196913.2,17,40,FALSE,2787.981266,929.8319629,No
Priya Pandey,Pune,904765.68,745,31835.01,31,60,TRUE,1004.729914,2394.191541,Yes
Pooja Reddy,Ahmedabad,616976.8,767,232447.52,34,90,TRUE,1530.284643,2040.052269,No
Sanjay Menon,Agra,533778.76,655,126656.82,11,70,TRUE,1266.874491,1266.137944,Yes
Naveen Das,Kozhikode,782027.45,717,484198.76,27,80,TRUE,2234.665664,716.0897942,No
Sai Nambiar,Gurugram,1198846.97,468,490529.29,21,60,TRUE,3863.052374,395.6625195,Yes
Naveen Nambiar,Kochi,780306.18,442,192013.67,25,30,FALSE,3250.378872,1749.409304,No
Arjun Reddy,Hubballi,276797.61,560,186375.69,10,40,FALSE,1583.734055,1664.712279,No
Ananya Thakur,Udaipur,585382.02,704,320850.07,25,60,TRUE,1582.803026,2339.438534,Yes
Sneha Yadav,Surat,230926.48,459,60018.86,12,50,FALSE,1657.390823,1996.870854,No
Naveen Singh,Dehradun,951185.91,613,313857.08,25,60,TRUE,698.8848691,670.5965974,Yes
Naveen Thakur,Gurugram,926334.95,602,42130.54,13,75,TRUE,2886.805406,1186.811721,No
Aditya Verma,Tiruchirappalli,847972.8,732,71582.05,25,50,FALSE,1788.657629,2415.87684,No
Meera Reddy,Noida,959569.82,789,156748.83,39,60,TRUE,4290.056252,325.4205386,No
Pooja Singh,Madurai,1004005.45,561,476092.74,30,35,FALSE,3462.80211,2502.941171,No
Sai Gupta,Ahmedabad,272954.64,802,122981,24,100,TRUE,3714.321325,2151.12723,No
Arjun Verma,Udaipur,755569.99,384,264953.2,40,25,FALSE,1681.633564,438.0202772,No
Arjun Pillai,Pune,201048.54,335,382795.66,19,40,FALSE,1888.244686,280.9021117,No
Rakesh Rao,Nagpur,313548.6,328,445221.85,28,40,FALSE,1761.767205,1929.402354,No
Aditi Thakur,Mysuru,917154.14,349,162253.62,37,50,FALSE,819.3477977,1911.014949,No
Praveen Das,Bhopal,791782.82,340,447109.56,38,50,FALSE,3704.3821,1434.094739,No
Priya Patel,Nagpur,522254.11,305,185993.48,11,25,FALSE,3130.768057,2302.894708,No
Sai Patel,Dehradun,701022.57,805,187597.92,28,80,TRUE,1612.012101,526.8411808,Yes
Praveen Menon,Bhubaneshwar,386226.62,321,22866.18,33,40,FALSE,667.683067,1145.049798,No
Sanjay Mishra,Vijayawada,415144.6,746,33177.8,27,75,TRUE,4045.178026,223.2285006,Yes
Priya Menon,Vijayawada,704038.68,549,73914.5,7,55,FALSE,5224.361049,2289.642761,No
Rajesh Iyer,Salem,557196.1,682,280094.69,16,75,TRUE,3792.982902,2483.712837,Yes
Ishita Tiwari,Coimbatore,1026815.32,537,428792.21,9,50,FALSE,1805.953116,291.762398,No
Rakesh Ghosh,Mumbai,213336.63,415,105244.19,17,35,FALSE,4101.106542,2151.213336,No
Rohan Nambiar,Nagpur,229718.93,791,262641.91,12,75,TRUE,1342.535469,1375.546866,Yes
Ishita Verma,Salem,591843.81,372,149016.38,8,40,FALSE,4664.076283,996.0400698,No
Aditi Patel,Noida,859268.44,468,354869.97,40,25,FALSE,5537.027062,979.4149105,No
Praveen Iyer,Pune,732025.84,361,100488.05,2,40,FALSE,2652.527278,1049.751759,No
Sai Iyer,Ranchi,442526.91,430,458557.77,39,55,FALSE,3730.126508,2439.408007,No
Vihaan Yadav,Mangalore,747430.06,594,96078.36,4,45,FALSE,1516.334895,3255.695294,No
Aarav Iyer,Indore,719212.23,340,370545.43,17,55,FALSE,5533.669556,1167.340478,No
Karthik Ghosh,Guwahati,494411.12,634,234462.29,30,70,TRUE,2216.360067,1052.767886,No
Ananya Gupta,Patna,315403.55,801,125570.05,34,80,TRUE,1762.676757,1257.074143,Yes
Aditya Sharma,Thiruvananthapuram,858271.71,825,322300.27,20,90,TRUE,538.7528136,2455.761302,Yes
Meera Das,Vijayawada,153244.1,496,56425.87,33,55,FALSE,1722.348603,2589.764181,No
Rohan Nambiar,Patna,904341.73,442,382271.76,18,45,FALSE,2519.582024,1853.711588,No
Arjun Bose,Kanpur,766855.08,832,464663.5,7,65,TRUE,1781.018226,2395.79355,Yes
Divya Reddy,Pune,867800.04,645,146747.18,31,60,TRUE,4053.987503,542.6038049,Yes
Priya Nair,Meerut,292793.46,427,316298.67,35,45,FALSE,1805.613353,1359.259928,No
Pooja Yadav,Dehradun,245735,583,111396.56,36,65,TRUE,3867.921484,622.3945965,Yes
Krishna Pillai,Patna,375674.48,747,488407.97,20,70,TRUE,2701.456233,1830.296766,Yes
Sneha Bose,Guwahati,151807.73,410,253686.62,34,40,FALSE,4581.995787,1813.562007,Yes
Sanjay Singh,Gwalior,391059.44,361,141279.97,7,45,FALSE,4993.018642,902.5477978,No
Aditya Singh,Kanpur,156289.85,573,26144.88,22,50,FALSE,4720.540601,3267.317545,No
Vikram Chatterjee,Shimla,457624.42,692,327966.44,34,50,FALSE,919.2009822,1198.318487,No
Vihaan Iyer,Thiruvananthapuram,831298.66,397,82747.15,26,55,FALSE,4849.409459,1932.520897,No
Aarav Rao,Thiruvananthapuram,1052329.27,303,473661.87,19,55,FALSE,1599.524598,704.3260031,No
Vikram Iyer,Visakhapatnam,428105.38,383,462818.15,28,45,FALSE,2616.353382,2952.662736,Yes
Aditya Patel,Madurai,1000606.49,510,388598.7,31,50,FALSE,5312.04125,1973.089872,No
Sai Bose,Pune,880249.16,752,194724.72,13,70,TRUE,3089.230145,1024.622484,Yes
Divya Rao,Hubballi,617948.12,512,102462.58,20,55,FALSE,3822.852444,573.8511389,No
Tanvi Das,Bhubaneshwar,688037.69,780,214103.17,36,95,TRUE,1648.429968,958.7715068,Yes
Rohan Thakur,Pune,547370.76,690,288937.11,31,75,TRUE,2573.473545,2438.232045,Yes
Ananya Tiwari,Ahmedabad,506492.48,575,494719.56,16,25,FALSE,4625.105316,655.5888371,No
Meera Pandey,Jaipur,730691.34,690,229140.99,3,60,TRUE,3308.815091,602.1626238,Yes
Sneha Sharma,Visakhapatnam,947184.23,556,90605.99,33,55,FALSE,4983.102747,837.6780528,No
Sanjay Das,Agra,1176084.62,534,204816.25,19,50,FALSE,1372.014073,1524.31258,No
Sai Joshi,Agra,1112621.53,595,49887.44,30,50,FALSE,1183.579358,762.1868267,No
Ishita Mishra,Amritsar,791032.22,368,279600.49,17,60,TRUE,3315.895245,567.7973872,Yes
Krishna Kumar,Vadodara,156158.08,551,47780.81,20,55,FALSE,3543.330195,336.4754069,No
Sai Mishra,Bengaluru,256697.66,703,215783.25,10,85,TRUE,3907.060806,1103.185471,Yes
Rohan Joshi,Salem,199391.46,773,471405.92,29,75,TRUE,3312.273459,2337.885905,Yes
Sanjay Iyer,Lucknow,1035337.73,300,458114.57,29,50,FALSE,1065.92124,2405.176496,No
Rohan Bose,Kozhikode,695152.28,832,63591.38,38,95,TRUE,1612.12287,301.4771148,Yes
Praveen Joshi,Chandigarh,327497.88,470,373291.24,31,35,FALSE,4772.404059,1754.188993,No
Priya Das,Jodhpur,705169.33,722,236911.15,24,60,TRUE,3139.099375,658.4581525,Yes
Meera Sharma,Ahmedabad,1008847.97,760,121286.21,8,70,TRUE,1929.528841,2484.914472,Yes
Sai Das,Varanasi,1053998.87,798,324211.68,29,90,TRUE,1976.139028,1955.55091,No
Priya Iyer,Patna,587783.8,551,197581.08,40,50,FALSE,5266.712801,2533.069733,Yes
Meera Das,Jodhpur,961295.47,379,341678.86,18,25,FALSE,4282.756008,1157.747206,No
Karthik Menon,Bhubaneshwar,275209.12,498,274592.45,32,40,FALSE,1690.785316,1668.295925,No
Naveen Pillai,Jamshedpur,686358.2,523,138531.93,33,40,FALSE,1519.521052,267.5373971,Yes
Sanjay Nambiar,Hyderabad,1102668.79,591,322077.73,3,60,TRUE,1724.215027,204.5546658,No
Divya Pillai,Bhopal,1011052.46,337,252454.7,35,40,FALSE,4551.615157,1035.696214,Yes
Rajesh Tiwari,Surat,551047.98,750,129808.62,40,80,TRUE,1629.617699,2206.041013,Yes
Vikram Verma,Mangalore,214627.39,525,397529.31,2,40,FALSE,1499.276209,1811.330511,No
Ananya Das,Aurangabad,180610.29,455,242757.58,35,55,FALSE,1073.798727,3198.798643,No
Meera Pandey,Vijayawada,863237.9,794,83937.5,14,85,TRUE,1914.921387,569.6869941,No
Rohan Nambiar,Hyderabad,415045.93,650,207623.52,23,40,FALSE,3590.529985,2753.177938,No
Ishita Ghosh,Kanpur,893762.43,839,351993.16,37,100,TRUE,3835.316877,1213.935996,Yes
Sneha Mishra,Kochi,796983.04,744,477034.88,17,85,TRUE,3298.559304,1208.704518,Yes
Naveen Ghosh,Nashik,816111.34,607,482736.81,6,60,TRUE,3993.750883,2302.964439,No
Meera Rao,Gurugram,230054.75,456,360563.49,34,45,FALSE,2998.212022,466.8101176,No
Sai Reddy,Noida,371500.19,466,279227.93,30,25,FALSE,1559.574469,1924.734955,Yes
Tanvi Joshi,Visakhapatnam,298439.63,457,140296.65,30,50,FALSE,5041.532912,2779.93889,No
Ananya Ghosh,Pune,832345.96,705,469095.07,13,75,TRUE,3121.418221,284.8044747,No
Aditi Verma,Vadodara,205043.63,634,141869.76,24,65,TRUE,1658.385221,1799.5667,Yes
Praveen Yadav,Noida,888618.97,394,351698.99,9,45,FALSE,5462.613531,1010.796041,No
Meera Reddy,Kozhikode,714588.89,389,379934.43,10,60,TRUE,1112.153273,2393.162562,No
Divya Kumar,Agra,465268.66,474,462864.1,31,25,FALSE,4564.50439,2116.883666,No
Naveen Kumar,Mangalore,222349.09,366,488803.16,38,55,FALSE,4310.556204,2761.963706,Yes
Rajesh Pillai,Nagpur,499935.27,332,55286.73,21,55,FALSE,3862.612319,3333.343936,No
Ananya Tiwari,Visakhapatnam,805625.99,600,468369.03,25,65,TRUE,3006.706411,522.8345495,Yes
Ishita Yadav,Bengaluru,211390,546,43540.1,9,40,FALSE,1657.282546,870.9718227,No
Aditya Das,Ranchi,957661.13,589,429640.32,20,70,TRUE,3123.248292,1374.33673,No
Rakesh Kumar,Hyderabad,1134504.13,609,386442.58,13,65,TRUE,3782.987588,2095.307684,Yes
Karthik Yadav,Gurugram,706668.53,350,426777.41,16,60,TRUE,1385.941441,1563.498306,No
Naveen Nair,Kochi,314705.08,760,91318.17,20,80,TRUE,3888.686964,1657.670645,No
Vikram Das,Aurangabad,1158013.93,468,364368.83,26,55,FALSE,3596.157117,442.9370663,No
Aditya Joshi,Salem,518464.91,584,368078.82,11,70,TRUE,2661.722475,1980.988406,Yes
Pooja Bose,Salem,362476.48,645,420169.18,6,60,TRUE,2297.983501,2297.447938,Yes
Sneha Thakur,Coimbatore,1069557.98,580,53566.84,25,65,TRUE,1439.646013,651.6094482,Yes
Aarav Ghosh,Guwahati,454765.62,340,385247.11,37,55,FALSE,536.8561952,1659.822863,No
Naveen Nair,Agra,367995.61,364,387933.43,26,40,FALSE,5618.843381,1839.052219,No
Priya Pandey,Coimbatore,963043.05,528,318461.14,16,35,FALSE,4350.909185,1618.836589,No
Rohan Nair,Nashik,648323.52,560,54324.44,16,55,FALSE,4041.254444,994.7990939,Yes
Arjun Singh,Surat,798068.07,740,268598.42,4,75,TRUE,3319.910226,1907.449726,Yes
Ishita Patel,Kolkata,661473.21,352,461530.64,37,50,FALSE,3588.395117,1921.99946,No
Vihaan Menon,Shimla,208049.33,636,257264.78,34,60,TRUE,506.107756,557.6053387,No
Sanjay Pillai,Kolkata,507753.64,321,125716.92,8,55,FALSE,1545.098202,2406.521726,No
Aditi Reddy,Gwalior,269807.48,465,201810.57,13,55,FALSE,3112.759552,2153.611055,No
Vikram Yadav,Gurugram,1046389.05,370,427778.47,9,55,FALSE,3435.536028,2857.571306,No
Aditya Das,Tiruchirappalli,719289.61,576,470800.78,7,55,FALSE,3061.799486,1081.497265,No
Ishita Ghosh,Patna,413358.5,584,67838.62,22,75,TRUE,1359.873388,2161.792934,Yes
Arjun Nair,Hyderabad,682322.71,318,239890.56,5,45,FALSE,580.2862213,2171.531917,No
Karthik Kumar,Indore,615778.33,659,360405.45,21,75,TRUE,797.7856909,354.8363668,No
Vihaan Nair,Udaipur,1167589.93,795,272714.59,4,50,FALSE,1597.309524,1837.837852,No
Sanjay Yadav,Jodhpur,160502.59,696,456295.33,23,80,TRUE,4326.740782,1656.67896,No
Ananya Nair,Gurugram,540718.13,646,470305.64,0,25,FALSE,2478.977998,3072.860222,No
Vihaan Ghosh,Mysuru,172894.47,439,414956.96,31,55,FALSE,4226.24008,2681.573794,No
Ananya Joshi,Kolkata,957483.63,551,169505.27,34,55,FALSE,1357.457658,241.8806072,No
Ishita Chatterjee,Tiruchirappalli,191809.13,564,357715.59,9,50,FALSE,5234.883445,403.8166156,No
Priya Nair,Surat,881136.94,607,171147.82,1,25,FALSE,4652.264837,2286.741988,No
Meera Ghosh,Ranchi,1198451.21,402,435579.78,7,35,FALSE,5505.588733,472.3717361,No
Vihaan Joshi,Vijayawada,499074.09,380,417694.21,3,45,FALSE,717.0112301,958.304692,No
Meera Kumar,Thiruvananthapuram,451832.36,604,450614.2,19,55,FALSE,1608.742425,1845.98897,No
Naveen Kumar,Bhopal,990547.35,395,87749.16,21,25,FALSE,993.0732509,2844.913521,No
Priya Verma,Surat,1100077.97,715,68228.11,6,70,TRUE,3904.18326,2108.583817,Yes
Rajesh Patel,Kochi,717824.01,489,24077.35,36,40,FALSE,3238.821983,2996.723057,No
Rohan Pandey,Bengaluru,1101394.22,473,498359.07,32,50,FALSE,4492.910349,1279.423627,No
Arjun Bose,Kochi,861418.37,804,327824.15,15,65,TRUE,1940.658405,2182.275334,Yes
Aditya Joshi,Chennai,487666.46,652,383002.04,25,50,FALSE,687.8005865,641.4863216,No
Aditya Yadav,Bengaluru,1103236.64,730,257680.65,38,80,TRUE,1899.706764,698.8985442,No
Priya Chatterjee,Madurai,535121.69,422,289612.02,15,35,FALSE,5219.651262,2761.352409,No
Sai Rao,Madurai,813942.02,436,138455.76,17,45,FALSE,4804.964487,1826.517084,No
Priya Chatterjee,Srinagar,750285.04,409,145716.06,13,55,FALSE,3418.045967,1451.303371,No
Sanjay Verma,Salem,1046516.38,687,221381.01,33,65,TRUE,2494.827198,1692.908248,Yes
Karthik Kumar,Agra,933411.58,492,58441.37,15,35,FALSE,4175.801965,1647.861055,No
Aarav Pillai,Agra,1180012.72,361,98328.73,33,35,FALSE,5528.680785,310.8873927,No
Pooja Joshi,Salem,1082190.03,736,181287.88,30,65,TRUE,3726.140287,582.1145041,No
Ishita Nair,Meerut,949807.96,760,493344.18,17,90,TRUE,1657.82657,720.9915364,Yes
Priya Pillai,Udaipur,206609.37,317,384145.73,31,55,FALSE,4033.398164,998.1285705,No
Ananya Chatterjee,Raipur,1033209.93,679,32236.87,16,80,TRUE,3754.705949,1524.923191,Yes
Rakesh Pillai,Vadodara,275613.56,364,439353.04,6,35,FALSE,3245.475597,328.8627661,No
Aditya Thakur,Shimla,859249.45,841,70271.9,9,90,TRUE,873.3944919,1189.972728,No
Priya Sharma,Nashik,640160.43,792,28805.99,11,85,TRUE,461.9601217,2392.661432,Yes
Meera Thakur,Dehradun,178216.05,504,267234.67,25,50,FALSE,2087.669563,2651.122841,No
Vikram Chatterjee,Udaipur,223365.14,500,375980.58,20,40,FALSE,5029.58711,686.4027305,No
Sanjay Mishra,Raipur,975225.1,533,152083.22,35,55,FALSE,2426.21532,1372.777494,No
Priya Yadav,Agra,564864.02,344,409564.62,29,40,FALSE,2643.948873,3145.359594,Yes
Naveen Mishra,Kochi,1091034.38,519,212694.96,23,45,FALSE,2073.632386,1462.517284,No
Rohan Tiwari,Ahmedabad,917442.08,760,247878.64,5,90,TRUE,1989.545209,2060.248104,No
Meera Singh,Vijayawada,269286.04,546,317245.73,30,60,TRUE,3114.953144,2212.565223,Yes
Aditya Joshi,Varanasi,535584.29,721,325758.32,6,70,TRUE,1630.122872,897.4477537,No
Tanvi Pillai,Noida,979835.85,665,429623.72,35,70,TRUE,1625.473194,761.1806806,Yes
Ishita Thakur,Gwalior,246984.5,460,239584.34,2,35,FALSE,4889.676486,818.000657,No
Rajesh Chatterjee,Hyderabad,1008061.36,760,296602.3,39,90,TRUE,3262.506254,1322.760369,No
Rajesh Chatterjee,Vadodara,305225.82,606,265242.08,27,65,TRUE,467.4965614,1822.801037,Yes
Pooja Das,Kolkata,526820.87,683,190318.08,34,75,TRUE,2543.748595,750.5820187,Yes
Rakesh Nair,Indore,194687.63,457,113290.86,6,50,FALSE,2385.217134,2876.880463,No
Aditi Pillai,Bhopal,923280.02,845,284346.76,36,65,TRUE,2846.923791,211.8749685,No
Rohan Das,Aligarh,605488.01,519,213635.71,1,25,FALSE,1735.839661,2462.98844,No
Rakesh Rao,Patna,678318.95,418,365759.43,8,20,FALSE,3916.011214,538.0400995,No
Riya Joshi,Bhubaneshwar,547233.56,438,446002.4,33,40,FALSE,2011.030522,1849.689764,No
Arjun Menon,Srinagar,273667.92,375,357671.68,34,55,FALSE,5055.019783,563.0314768,No
Sai Menon,Thiruvananthapuram,949432.19,439,181499.88,2,35,FALSE,4729.801173,1456.654086,No
Karthik Joshi,Shimla,730818.17,830,51773.34,39,100,TRUE,3348.764882,1153.242155,Yes
Divya Gupta,Agra,471008.18,468,152436.8,17,50,FALSE,734.5184428,1156.724899,No
Naveen Yadav,Raipur,934922.69,331,243887.61,20,60,TRUE,3269.713485,259.7334217,No
Divya Sharma,Vadodara,1033418.78,400,255320.69,34,50,FALSE,2171.717403,2353.057713,No
Tanvi Thakur,Bhubaneshwar,395687.76,620,129460.4,7,55,FALSE,2354.047923,2486.150036,Yes
Vikram Nair,Gurugram,1026991.45,451,351891.53,36,50,FALSE,1089.540855,858.562274,No
Divya Patel,Varanasi,871571.73,813,188802.1,2,80,TRUE,3211.310449,2372.221065,No
Praveen Nair,Surat,231400.74,302,34482.14,16,45,FALSE,1859.732621,411.1470453,No
Karthik Iyer,Lucknow,881609.78,842,417016.88,25,90,TRUE,1067.325086,1206.880894,Yes
Tanvi Bose,Noida,1075773.4,678,168388.48,3,40,FALSE,1272.520052,3237.827058,No
Vihaan Sharma,Ahmedabad,580436.06,340,132457.39,30,50,FALSE,4269.798461,1139.588617,Yes
Meera Patel,Vijayawada,934071.9,838,181889.37,8,85,TRUE,2887.435785,491.0948537,No
Riya Pillai,Ahmedabad,520128.15,427,253708.3,33,25,FALSE,3202.951789,2216.836487,No
Vikram Bose,Ranchi,748604.41,810,106646.41,33,80,TRUE,1395.296677,1968.387484,Yes
Aarav Rao,Guwahati,918009.67,367,313379.19,25,55,FALSE,2248.155954,1020.632349,No
Priya Gupta,Jodhpur,1167440.66,321,451140.19,26,30,FALSE,1310.943725,2239.940406,No
Rakesh Kumar,Mumbai,156107.25,557,245225.75,29,55,FALSE,1602.60121,1676.865158,No
Vihaan Joshi,Noida,645412.93,597,430915.09,11,70,TRUE,2881.922175,1454.449819,Yes
Rohan Nair,Varanasi,646332.51,600,285023.85,1,55,FALSE,1783.628752,650.0462725,No
Vikram Kumar,Hubballi,688080.27,843,349789.62,1,75,TRUE,850.1981379,770.9753358,Yes
Pooja Pillai,Bhopal,714076.19,639,398937.75,8,55,FALSE,1394.743995,2812.758728,No
Ananya Bose,Bengaluru,315039.11,598,194809.97,13,55,FALSE,2034.647294,304.9796812,No
Pooja Das,Rajkot,837399.85,563,462025.41,20,50,FALSE,5173.368051,1685.963656,No
Sai Reddy,Kolkata,1073608.53,396,147711.29,38,40,FALSE,4448.058976,1160.605258,No
Priya Nair,Madurai,514559.56,546,150059.71,5,45,FALSE,4959.690041,264.6930356,No
Praveen Chatterjee,Kochi,836601.66,340,460231.01,2,45,FALSE,2310.127164,2845.548143,Yes
Krishna Joshi,Chennai,1091306.61,698,410323.08,29,80,TRUE,3996.640036,1133.977916,Yes
Ishita Verma,Jaipur,420043.77,327,345601.43,37,40,FALSE,4089.295328,2776.538061,No
Meera Gupta,Thiruvananthapuram,521831.47,313,150296.58,24,55,FALSE,3024.697998,2625.216367,Yes
Arjun Joshi,Mysuru,924339.07,725,263558.36,39,75,TRUE,3627.212728,1485.753099,Yes
Priya Das,Madurai,1030199.74,378,284718.65,38,50,FALSE,1933.191645,2463.805994,Yes
Divya Chatterjee,Nagpur,489502.25,531,440937.81,25,25,FALSE,1757.346372,607.3646463,Yes
Vihaan Nambiar,Udaipur,252108.49,499,445524.13,10,55,FALSE,3257.482552,375.2980081,Yes
Sneha Chatterjee,Ranchi,453239.61,337,148332.23,18,50,FALSE,1874.921649,1423.75896,No
Aditi Iyer,Srinagar,1188121.3,645,139684.53,31,70,TRUE,4273.104115,1537.899962,No
Sanjay Reddy,Jamshedpur,1056973.27,431,345778.35,1,25,FALSE,5247.712145,1777.281047,No
Rakesh Reddy,Salem,313110.8,699,249258.78,38,80,TRUE,540.635219,1150.68093,Yes
Sai Reddy,Raipur,642130.86,628,232290.16,13,60,TRUE,2054.971828,1053.182595,Yes
Karthik Nair,Coimbatore,583951.14,821,329370.49,11,75,TRUE,2711.152961,1686.499477,Yes
Sneha Thakur,Surat,435134.91,446,192992,13,50,FALSE,4066.743731,3421.470952,No
Sanjay Joshi,Aurangabad,367868.6,305,302246.71,28,25,FALSE,1371.619474,2448.609386,No
Riya Joshi,Aligarh,827306.41,539,140049.33,23,50,FALSE,2492.066309,1688.840896,No
Sneha Reddy,Ahmedabad,157985.74,348,143171.14,23,55,FALSE,4565.79898,293.0839239,No
Ishita Reddy,Visakhapatnam,377669.07,763,341769.65,37,85,TRUE,2782.525664,2213.893577,No
Rakesh Pandey,Nashik,610949.52,684,408441.72,18,75,TRUE,2643.474364,1024.291856,No
Priya Tiwari,Hubballi,195390.81,602,90550.99,34,75,TRUE,3872.250779,915.4584588,Yes
Sai Joshi,Aligarh,207535.04,405,77130.39,1,25,FALSE,5420.287747,2785.511866,No
Pooja Menon,Kozhikode,491451.3,410,350648.69,14,55,FALSE,3563.313851,2591.109489,No
Sanjay Joshi,Lucknow,673737.15,717,143400.41,1,50,FALSE,2558.227232,292.7272115,No
Aditya Kumar,Thiruvananthapuram,306446.18,752,407778.47,13,65,TRUE,1908.117113,1016.12053,Yes
Ananya Thakur,Vadodara,347462.4,670,76619.18,15,50,FALSE,643.6433004,1761.948471,Yes
Aditya Tiwari,Noida,1121575.86,303,299379.47,26,25,FALSE,3782.081265,1585.786484,No
Ishita Sharma,Vijayawada,322707.42,450,175724.05,37,25,FALSE,3177.23001,587.2765957,No
Rakesh Yadav,Mysuru,917958.66,691,20601.87,24,60,TRUE,3996.581289,1516.594534,Yes
